Microwshed_ID,Area_Acres,Pond_Count,Total_Pond_Area_Acres,Average_Pond_Area_Acres,Pond Area /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
22,11.45,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
23,87.75,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
24,10.11,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
25,17.08,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
26,10.11,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
27,31.68,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
28,8.57,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
29,9.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
30,21.40,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
31,122.97,0,0.00,0.00,0.00,0.64,nan,nan,1.98,nan
32,18.94,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
33,42.80,0,0.00,0.00,0.00,0.64,nan,nan,0.23,nan
34,147.08,0,0.00,0.00,0.00,0.64,nan,nan,0.31,nan
68,113.82,0,0.00,0.00,0.00,0.64,nan,nan,3.17,nan
70,24.86,0,0.00,0.00,0.00,0.64,nan,nan,17.87,nan
136,38.50,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
105,27.20,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
107,18.30,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
108,17.07,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
109,160.75,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
110,12.16,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
111,8.68,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
112,50.73,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
113,99.60,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
114,9.52,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
115,8.88,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
116,48.42,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
117,38.08,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
118,14.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
119,23.55,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
120,19.43,0,0.00,0.00,0.00,0.64,nan,nan,0.01,nan
121,51.34,0,0.00,0.00,0.00,0.64,nan,nan,0.05,nan
122,9.34,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
123,24.28,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
124,9.98,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
125,9.19,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
126,19.81,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
127,9.67,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
128,8.77,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
129,22.99,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
130,12.52,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
131,9.21,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
132,24.91,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
133,19.83,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
134,26.69,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
135,28.46,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
106,82.09,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
104,12.65,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
71,53.82,0,0.00,0.00,0.00,0.64,nan,nan,9.86,nan
103,8.23,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
72,20.25,0,0.00,0.00,0.00,0.64,nan,nan,13.95,nan
74,34.29,0,0.00,0.00,0.00,0.64,nan,nan,12.99,nan
75,8.47,0,0.00,0.00,0.00,0.64,nan,nan,1.82,nan
76,90.13,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
77,8.69,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
78,8.24,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
79,17.39,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
80,11.70,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
81,13.36,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
82,38.17,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
83,12.24,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
84,12.85,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
85,30.74,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
86,13.73,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
87,11.59,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
88,26.25,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
89,93.26,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
90,9.91,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
91,18.91,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
93,9.52,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
94,138.55,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
95,9.80,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
96,11.19,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
97,22.74,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
98,11.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
99,24.01,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
100,26.82,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
101,13.75,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
102,14.52,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
274,25.96,0,0.00,0.00,0.00,0.64,168.30,24.41,21.69,nan
275,8.22,0,0.00,0.00,0.00,0.64,53.30,7.73,21.17,nan
276,12.76,0,0.00,0.00,0.00,0.64,82.72,12.00,30.70,nan
447,31.77,0,0.00,0.00,0.00,0.64,nan,nan,17.67,nan
449,9.27,0,0.00,0.00,0.00,0.64,nan,nan,3.04,nan
450,40.09,0,0.00,0.00,0.00,0.64,nan,nan,22.92,nan
451,25.45,0,0.00,0.00,0.00,0.64,nan,nan,12.60,nan
453,58.56,0,0.00,0.00,0.00,0.64,nan,nan,17.95,nan
454,16.13,0,0.00,0.00,0.00,0.64,nan,nan,17.05,nan
455,14.17,0,0.00,0.00,0.00,0.64,nan,nan,15.17,nan
456,25.06,0,0.00,0.00,0.00,0.64,nan,nan,16.31,nan
457,35.54,0,0.00,0.00,0.00,0.64,nan,nan,16.51,nan
458,8.21,0,0.00,0.00,0.00,0.64,nan,nan,9.06,nan
459,9.45,0,0.00,0.00,0.00,0.64,nan,nan,17.24,nan
460,9.12,0,0.00,0.00,0.00,0.64,nan,nan,5.53,nan
461,29.55,0,0.00,0.00,0.00,0.64,nan,nan,19.60,nan
462,34.15,0,0.00,0.00,0.00,0.64,nan,nan,19.79,nan
463,89.84,0,0.00,0.00,0.00,0.64,nan,nan,18.53,nan
464,25.00,0,0.00,0.00,0.00,0.64,nan,nan,23.84,nan
465,31.09,0,0.00,0.00,0.00,0.64,nan,nan,13.75,nan
466,16.41,0,0.00,0.00,0.00,0.64,nan,nan,11.43,nan
467,9.30,0,0.00,0.00,0.00,0.64,nan,nan,23.64,nan
468,13.87,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
469,41.80,0,0.00,0.00,0.00,0.64,nan,nan,0.19,nan
470,8.29,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
471,13.15,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
472,13.64,0,0.00,0.00,0.00,0.64,nan,nan,0.38,nan
473,37.21,0,0.00,0.00,0.00,0.64,nan,nan,8.64,nan
474,11.66,0,0.00,0.00,0.00,0.64,nan,nan,14.05,nan
475,29.51,0,0.00,0.00,0.00,0.64,nan,nan,15.03,nan
476,92.48,0,0.00,0.00,0.00,0.64,nan,nan,10.01,nan
477,13.64,0,0.00,0.00,0.00,0.64,nan,nan,16.11,nan
478,58.62,0,0.00,0.00,0.00,0.64,nan,nan,23.58,nan
448,11.40,0,0.00,0.00,0.00,0.64,nan,nan,30.92,nan
445,36.31,0,0.00,0.00,0.00,0.64,nan,nan,14.76,nan
480,39.57,0,0.00,0.00,0.00,0.64,nan,nan,23.86,nan
444,41.53,0,0.00,0.00,0.00,0.64,nan,nan,8.92,nan
414,90.47,0,0.00,0.00,0.00,0.64,nan,nan,11.45,nan
415,13.72,0,0.00,0.00,0.00,0.64,nan,nan,22.27,nan
416,19.52,0,0.00,0.00,0.00,0.64,nan,nan,18.60,nan
417,17.26,0,0.00,0.00,0.00,0.64,nan,nan,2.85,nan
418,9.07,0,0.00,0.00,0.00,0.64,nan,nan,16.79,nan
419,49.31,0,0.00,0.00,0.00,0.64,nan,nan,33.61,nan
420,12.28,0,0.00,0.00,0.00,0.64,nan,nan,26.98,nan
421,11.82,0,0.00,0.00,0.00,0.64,nan,nan,25.29,nan
422,46.74,0,0.00,0.00,0.00,0.64,nan,nan,10.03,nan
423,27.30,0,0.00,0.00,0.00,0.64,nan,nan,33.52,nan
424,75.45,0,0.00,0.00,0.00,0.64,nan,nan,16.72,nan
425,25.94,0,0.00,0.00,0.00,0.64,nan,nan,14.98,nan
426,175.35,0,0.00,0.00,0.00,0.64,nan,nan,10.07,nan
427,16.74,0,0.00,0.00,0.00,0.64,nan,nan,53.12,nan
428,47.69,0,0.00,0.00,0.00,0.64,nan,nan,18.31,nan
429,46.18,0,0.00,0.00,0.00,0.64,nan,nan,52.11,nan
430,16.97,0,0.00,0.00,0.00,0.64,nan,nan,45.28,nan
431,8.66,0,0.00,0.00,0.00,0.64,nan,nan,5.34,nan
432,56.47,0,0.00,0.00,0.00,0.64,nan,nan,17.40,nan
433,10.63,0,0.00,0.00,0.00,0.64,nan,nan,19.28,nan
435,23.04,0,0.00,0.00,0.00,0.64,nan,nan,38.02,nan
436,9.99,0,0.00,0.00,0.00,0.64,nan,nan,13.00,nan
437,12.77,0,0.00,0.00,0.00,0.64,nan,nan,8.86,nan
438,43.91,0,0.00,0.00,0.00,0.64,nan,nan,13.72,nan
439,8.27,0,0.00,0.00,0.00,0.64,nan,nan,18.45,nan
440,15.57,0,0.00,0.00,0.00,0.64,nan,nan,13.22,nan
441,8.57,0,0.00,0.00,0.00,0.64,nan,nan,13.03,nan
442,27.25,0,0.00,0.00,0.00,0.64,nan,nan,3.94,nan
443,12.97,0,0.00,0.00,0.00,0.64,nan,nan,9.90,nan
479,27.12,0,0.00,0.00,0.00,0.64,nan,nan,15.46,nan
481,12.32,0,0.00,0.00,0.00,0.64,nan,nan,15.58,nan
277,18.56,0,0.00,0.00,0.00,0.64,115.44,16.95,8.85,51.39
516,24.93,0,0.00,0.00,0.00,0.64,nan,nan,24.67,nan
518,9.25,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
519,20.93,0,0.00,0.00,0.00,0.64,nan,nan,33.22,nan
520,10.29,0,0.00,0.00,0.00,0.64,nan,nan,25.42,nan
521,11.61,0,0.00,0.00,0.00,0.64,nan,nan,20.25,nan
522,20.88,0,0.00,0.00,0.00,0.64,nan,nan,25.43,nan
523,9.53,0,0.00,0.00,0.00,0.64,nan,nan,29.91,nan
524,15.57,0,0.00,0.00,0.00,0.64,nan,nan,3.91,nan
525,9.55,0,0.00,0.00,0.00,0.64,nan,nan,6.03,nan
526,20.77,0,0.00,0.00,0.00,0.64,nan,nan,22.62,nan
527,66.69,0,0.00,0.00,0.00,0.64,nan,nan,4.46,nan
528,23.80,0,0.00,0.00,0.00,0.64,nan,nan,24.02,nan
529,9.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
530,8.68,0,0.00,0.00,0.00,0.64,nan,nan,32.08,nan
531,11.09,0,0.00,0.00,0.00,0.64,nan,nan,22.11,nan
532,18.31,0,0.00,0.00,0.00,0.64,nan,nan,12.54,nan
533,53.81,0,0.00,0.00,0.00,0.64,nan,nan,0.96,nan
534,33.75,0,0.00,0.00,0.00,0.64,nan,nan,24.54,nan
535,10.53,0,0.00,0.00,0.00,0.64,nan,nan,16.58,nan
536,14.66,0,0.00,0.00,0.00,0.64,nan,nan,4.35,nan
537,58.69,0,0.00,0.00,0.00,0.64,nan,nan,11.73,nan
538,74.66,0,0.00,0.00,0.00,0.64,nan,nan,27.39,nan
539,15.54,0,0.00,0.00,0.00,0.64,nan,nan,30.39,nan
540,11.02,0,0.00,0.00,0.00,0.64,nan,nan,7.33,nan
541,10.20,0,0.00,0.00,0.00,0.64,nan,nan,3.40,nan
542,22.86,0,0.00,0.00,0.00,0.64,nan,nan,6.86,nan
543,16.43,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
545,16.11,0,0.00,0.00,0.00,0.64,nan,nan,9.61,nan
546,16.54,0,0.00,0.00,0.00,0.64,nan,nan,14.17,nan
547,11.22,0,0.00,0.00,0.00,0.64,16.55,1.57,0.00,nan
517,114.49,0,0.00,0.00,0.00,0.64,nan,nan,18.23,nan
515,15.69,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
482,13.82,0,0.00,0.00,0.00,0.64,nan,nan,25.88,nan
514,22.54,0,0.00,0.00,0.00,0.64,nan,nan,24.87,nan
483,150.39,0,0.00,0.00,0.00,0.64,nan,nan,20.46,nan
484,55.74,0,0.00,0.00,0.00,0.64,nan,nan,17.43,nan
485,13.48,0,0.00,0.00,0.00,0.64,nan,nan,12.90,nan
487,77.37,0,0.00,0.00,0.00,0.64,nan,nan,25.71,nan
488,24.34,0,0.00,0.00,0.00,0.64,nan,nan,20.42,nan
489,10.20,0,0.00,0.00,0.00,0.64,nan,nan,9.88,nan
490,22.96,0,0.00,0.00,0.00,0.64,nan,nan,16.85,nan
491,18.34,0,0.00,0.00,0.00,0.64,nan,nan,6.48,nan
492,14.33,0,0.00,0.00,0.00,0.64,nan,nan,21.02,nan
494,26.22,0,0.00,0.00,0.00,0.64,nan,nan,33.43,nan
495,121.56,0,0.00,0.00,0.00,0.64,nan,nan,16.54,nan
496,10.15,0,0.00,0.00,0.00,0.64,nan,nan,24.16,nan
497,56.62,0,0.00,0.00,0.00,0.64,nan,nan,22.23,nan
498,10.79,0,0.00,0.00,0.00,0.64,nan,nan,12.78,nan
499,70.15,0,0.00,0.00,0.00,0.64,nan,nan,16.92,nan
500,9.68,0,0.00,0.00,0.00,0.64,nan,nan,17.23,nan
501,47.89,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
502,17.74,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
503,10.96,0,0.00,0.00,0.00,0.64,nan,nan,2.78,nan
504,22.11,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
505,25.68,0,0.00,0.00,0.00,0.64,nan,nan,9.52,nan
506,11.01,0,0.00,0.00,0.00,0.64,nan,nan,28.50,nan
507,33.43,0,0.00,0.00,0.00,0.64,nan,nan,9.26,nan
508,10.53,0,0.00,0.00,0.00,0.64,nan,nan,14.05,nan
509,44.24,0,0.00,0.00,0.00,0.64,nan,nan,1.50,nan
510,12.04,0,0.00,0.00,0.00,0.64,nan,nan,0.72,nan
511,10.06,0,0.00,0.00,0.00,0.64,nan,nan,0.59,nan
512,25.24,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
513,8.75,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
413,21.65,0,0.00,0.00,0.00,0.64,nan,nan,8.44,nan
412,35.10,0,0.00,0.00,0.00,0.64,nan,nan,24.87,nan
411,176.06,0,0.00,0.00,0.00,0.64,nan,nan,13.37,nan
312,45.32,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
314,12.81,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
315,53.23,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
316,93.53,0,0.00,0.00,0.00,0.64,nan,nan,0.11,nan
317,8.68,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
318,13.27,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
319,53.00,0,0.00,0.00,0.00,0.64,nan,nan,0.64,nan
320,12.76,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
321,23.35,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
323,25.28,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
324,11.14,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
325,11.53,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
326,27.96,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
327,19.49,0,0.00,0.00,0.00,0.64,nan,nan,0.52,nan
328,9.67,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
329,14.55,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
330,17.33,0,0.00,0.00,0.00,0.64,nan,nan,0.67,nan
331,9.16,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
332,179.35,0,0.00,0.00,0.00,0.64,nan,nan,12.33,nan
333,60.58,0,0.00,0.00,0.00,0.64,nan,nan,11.83,nan
334,11.63,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
335,16.20,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
336,13.19,0,0.00,0.00,0.00,0.64,nan,nan,1.47,nan
337,9.65,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
338,21.74,0,0.00,0.00,0.00,0.64,nan,nan,2.27,nan
339,11.45,0,0.00,0.00,0.00,0.64,nan,nan,11.74,nan
340,19.61,0,0.00,0.00,0.00,0.64,nan,nan,8.89,nan
341,75.17,0,0.00,0.00,0.00,0.64,nan,nan,10.57,nan
342,30.42,0,0.00,0.00,0.00,0.64,nan,nan,0.24,nan
343,16.28,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
313,13.37,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
311,18.82,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
410,50.64,0,0.00,0.00,0.00,0.64,nan,nan,13.47,nan
310,28.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
278,65.85,0,0.00,0.00,0.00,0.64,426.85,61.92,11.15,nan
279,10.94,0,0.00,0.00,0.00,0.64,70.93,10.29,4.75,nan
280,15.45,0,0.00,0.00,0.00,0.64,100.13,14.52,5.96,nan
281,38.51,0,0.00,0.00,0.00,0.64,0.12,0.02,3.90,nan
282,10.57,0,0.00,0.00,0.00,0.64,nan,nan,2.42,nan
283,57.20,0,0.00,0.00,0.00,0.64,151.96,22.04,3.43,nan
284,112.41,0,0.00,0.00,0.00,0.64,414.92,60.19,11.41,nan
285,8.52,0,0.00,0.00,0.00,0.64,nan,nan,1.00,nan
286,24.24,0,0.00,0.00,0.00,0.64,nan,nan,4.43,nan
287,17.86,0,0.00,0.00,0.00,0.64,115.74,16.79,20.50,nan
288,13.02,0,0.00,0.00,0.00,0.64,84.42,12.24,9.01,nan
289,12.50,0,0.00,0.00,0.00,0.64,81.02,11.75,20.12,nan
290,8.83,0,0.00,0.00,0.00,0.64,57.23,8.30,8.06,nan
291,11.61,0,0.00,0.00,0.00,0.64,74.93,10.88,4.33,1.30
292,79.10,0,0.00,0.00,0.00,0.64,512.76,74.38,15.12,nan
293,39.28,0,0.00,0.00,0.00,0.64,254.63,36.93,16.60,nan
295,9.50,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
296,10.27,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
297,9.88,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
299,10.21,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
300,50.27,0,0.00,0.00,0.00,0.64,nan,nan,0.76,nan
301,38.85,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
302,15.70,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
303,15.99,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
304,9.14,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
306,87.68,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
307,152.43,0,0.00,0.00,0.00,0.64,nan,nan,0.07,nan
308,42.33,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
309,16.97,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
344,17.79,0,0.00,0.00,0.00,0.64,nan,nan,0.73,nan
345,71.09,0,0.00,0.00,0.00,0.64,nan,nan,6.71,nan
346,11.55,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
347,21.21,0,0.00,0.00,0.00,0.64,nan,nan,2.20,nan
381,10.65,0,0.00,0.00,0.00,0.64,nan,nan,20.61,nan
382,23.87,0,0.00,0.00,0.00,0.64,nan,nan,13.56,nan
383,13.91,0,0.00,0.00,0.00,0.64,nan,nan,9.12,nan
384,9.52,0,0.00,0.00,0.00,0.64,nan,nan,2.75,nan
385,14.95,0,0.00,0.00,0.00,0.64,nan,nan,9.81,nan
386,14.63,0,0.00,0.00,0.00,0.64,nan,nan,2.65,nan
387,177.55,0,0.00,0.00,0.00,0.64,nan,nan,12.42,nan
388,15.38,0,0.00,0.00,0.00,0.64,nan,nan,7.42,nan
389,11.48,0,0.00,0.00,0.00,0.64,nan,nan,18.76,nan
390,11.84,0,0.00,0.00,0.00,0.64,nan,nan,18.34,nan
391,40.64,0,0.00,0.00,0.00,0.64,nan,nan,17.82,nan
392,51.28,0,0.00,0.00,0.00,0.64,nan,nan,15.58,nan
393,28.99,0,0.00,0.00,0.00,0.64,nan,nan,28.91,nan
394,13.94,0,0.00,0.00,0.00,0.64,nan,nan,14.63,nan
395,11.89,0,0.00,0.00,0.00,0.64,nan,nan,20.56,nan
396,8.66,0,0.00,0.00,0.00,0.64,nan,nan,42.96,nan
397,38.12,0,0.00,0.00,0.00,0.64,nan,nan,12.46,nan
398,12.48,0,0.00,0.00,0.00,0.64,nan,nan,8.51,nan
399,28.32,0,0.00,0.00,0.00,0.64,nan,nan,15.29,nan
400,12.66,0,0.00,0.00,0.00,0.64,nan,nan,18.68,nan
401,30.58,0,0.00,0.00,0.00,0.64,nan,nan,34.39,nan
402,9.02,0,0.00,0.00,0.00,0.64,nan,nan,4.31,nan
403,11.48,0,0.00,0.00,0.00,0.64,nan,nan,12.73,nan
404,9.50,0,0.00,0.00,0.00,0.64,nan,nan,22.97,nan
405,10.20,0,0.00,0.00,0.00,0.64,nan,nan,7.44,nan
406,20.62,0,0.00,0.00,0.00,0.64,nan,nan,8.49,nan
407,12.82,0,0.00,0.00,0.00,0.64,nan,nan,6.00,nan
408,15.85,0,0.00,0.00,0.00,0.64,nan,nan,20.21,nan
409,23.09,0,0.00,0.00,0.00,0.64,nan,nan,15.13,nan
380,11.40,0,0.00,0.00,0.00,0.64,nan,nan,11.57,nan
379,18.12,0,0.00,0.00,0.00,0.64,nan,nan,8.61,nan
378,9.73,0,0.00,0.00,0.00,0.64,nan,nan,4.16,nan
362,9.06,0,0.00,0.00,0.00,0.64,nan,nan,4.60,nan
348,8.75,0,0.00,0.00,0.00,0.64,nan,nan,4.41,nan
349,13.12,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
350,23.79,0,0.00,0.00,0.00,0.64,nan,nan,7.06,nan
351,24.34,0,0.00,0.00,0.00,0.64,nan,nan,9.10,nan
352,32.97,0,0.00,0.00,0.00,0.64,nan,nan,9.58,nan
354,73.20,0,0.00,0.00,0.00,0.64,nan,nan,13.43,nan
355,64.39,0,0.00,0.00,0.00,0.64,nan,nan,15.61,nan
356,12.24,0,0.00,0.00,0.00,0.64,nan,nan,19.55,nan
357,18.31,0,0.00,0.00,0.00,0.64,nan,nan,11.07,nan
358,31.40,0,0.00,0.00,0.00,0.64,nan,nan,18.63,nan
359,35.81,0,0.00,0.00,0.00,0.64,nan,nan,16.23,nan
360,12.01,0,0.00,0.00,0.00,0.64,nan,nan,21.43,nan
361,11.81,0,0.00,0.00,0.00,0.64,nan,nan,4.37,nan
363,13.17,0,0.00,0.00,0.00,0.64,nan,nan,18.38,nan
377,52.24,0,0.00,0.00,0.00,0.64,nan,nan,13.88,nan
364,37.02,0,0.00,0.00,0.00,0.64,nan,nan,10.77,nan
365,8.91,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
366,10.98,0,0.00,0.00,0.00,0.64,nan,nan,0.13,nan
367,8.30,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
368,9.75,0,0.00,0.00,0.00,0.64,nan,nan,10.67,nan
369,35.09,0,0.00,0.00,0.00,0.64,nan,nan,1.97,nan
370,28.48,0,0.00,0.00,0.00,0.64,nan,nan,14.08,nan
371,12.55,0,0.00,0.00,0.00,0.64,nan,nan,0.14,nan
372,68.71,0,0.00,0.00,0.00,0.64,nan,nan,0.85,nan
373,12.07,0,0.00,0.00,0.00,0.64,nan,nan,23.23,nan
374,124.69,0,0.00,0.00,0.00,0.64,nan,nan,13.33,nan
375,15.18,0,0.00,0.00,0.00,0.64,nan,nan,18.97,nan
376,18.72,0,0.00,0.00,0.00,0.64,nan,nan,6.67,nan
1097,22.17,0,0.00,0.00,0.00,0.64,163.25,22.28,5.23,71.54
